phrog_num	phrog_annot	phrog_category
814	NA	unknown function
815	NA	unknown function
816	cell division inhibitor	"moron, auxiliary metabolic gene and host takeover"
817	tail fiber protein	tail
818	NA	unknown function
819	tail protein	tail
820	major tail protein	tail
821	transcriptional regulator	transcription regulation
822	amidase	lysis
823	NA	unknown function
824	NA	unknown function
825	NA	unknown function
826	HNH endonuclease	"DNA, RNA and nucleotide metabolism"
827	Holliday junction resolvase	"DNA, RNA and nucleotide metabolism"
828	NA	unknown function
829	NA	unknown function
830	head-tail connector protein	connector
831	NA	unknown function
832	RNA polymerase ADP-ribosylase	"DNA, RNA and nucleotide metabolism"
833	endolysin	lysis
834	NA	unknown function
835	NA	unknown function
836	late transcriptional activator	transcription regulation
837	minor tail protein	tail
838	NA	unknown function
839	NA	unknown function
840	major head protein	head and packaging
841	GtrB-like O-antigen conversion	"moron, auxiliary metabolic gene and host takeover"
842	beta-glucosyl-HMC-alpha-glucosyltransferase	other
843	Holliday junction resolvase	"DNA, RNA and nucleotide metabolism"
844	ferredoxin	"moron, auxiliary metabolic gene and host takeover"
845	NA	unknown function
846	NA	unknown function
847	anti-repressor Ant	transcription regulation
848	NA	unknown function
849	DNA primase	"DNA, RNA and nucleotide metabolism"
850	RNA-binding protein	"DNA, RNA and nucleotide metabolism"
851	Shiga toxin subunit B	"moron, auxiliary metabolic gene and host takeover"
852	NA	unknown function
853	major tail protein	tail
854	glucosyltransferase	"moron, auxiliary metabolic gene and host takeover"
855	NA	unknown function
856	NA	unknown function
857	NA	unknown function
858	starvation-inducible transcriptional regulator	transcription regulation
859	portal protein	head and packaging
860	holin	lysis
861	site-specific recombination directionality factor RDF	integration and excision
862	NA	unknown function
863	tail fiber assembly	tail
864	DNA primase	"DNA, RNA and nucleotide metabolism"
865	HNH endonuclease	"DNA, RNA and nucleotide metabolism"
866	Shiga toxin subunit A	"moron, auxiliary metabolic gene and host takeover"
867	DNA binding domain	"DNA, RNA and nucleotide metabolism"
868	transcriptional activator	transcription regulation
869	NA	unknown function
870	NA	unknown function
871	NA	unknown function
872	NA	unknown function
873	endolysin	head and packaging
874	NA	unknown function
875	NA	unknown function
876	transcriptional repressor	transcription regulation
877	NA	unknown function
878	NA	unknown function
879	tail completion or Neck1 protein	connector
880	endolysin	lysis
881	holin	lysis
882	NA	unknown function
883	flavodoxin	"moron, auxiliary metabolic gene and host takeover"
884	NA	unknown function
885	major tail protein	tail
886	ABC transporter ATP-binding subunit	"moron, auxiliary metabolic gene and host takeover"
887	queuine tRNA-ribosyltransferase	"moron, auxiliary metabolic gene and host takeover"
888	NA	unknown function
889	NA	unknown function
890	lipoprotein	other
891	terminase small subunit	head and packaging
892	tail fiber protein	tail
893	NA	unknown function
894	endolysin	lysis
895	NA	unknown function
896	NA	unknown function
897	NA	unknown function
898	NA	unknown function
899	NA	unknown function
900	NA	unknown function
901	NA	unknown function
902	NA	unknown function
903	NA	unknown function
904	excisionase	integration and excision
905	NA	unknown function
906	DNA polymerase/primase	"DNA, RNA and nucleotide metabolism"
907	tail sheath	tail
908	NA	unknown function
909	major head protein	head and packaging
910	tail collar fiber protein	tail
911	NA	unknown function
912	NA	unknown function
913	minor head protein	head and packaging
914	NA	unknown function
915	NA	unknown function
916	NA	unknown function
917	released from the phage upon host infection	other
918	NA	unknown function
919	NA	unknown function
920	holin	lysis
921	NA	unknown function
922	NA	unknown function
923	NA	unknown function
924	NA	unknown function
925	HTH DNA binding protein	"DNA, RNA and nucleotide metabolism"
926	NA	unknown function
927	tail completion or Neck1 protein	connector
928	NA	unknown function
929	RstB sensor of two protein system	"moron, auxiliary metabolic gene and host takeover"
930	ParB-like partition protein	"DNA, RNA and nucleotide metabolism"
931	head morphogenesis	head and packaging
932	NA	unknown function
933	NA	unknown function
934	tail length tape measure protein	tail
935	NA	unknown function
936	NA	unknown function
937	hemolysin	other
938	endolysin	lysis
939	head protein	head and packaging
940	nuclease	"DNA, RNA and nucleotide metabolism"
941	NA	unknown function
942	replication initiation protein	"DNA, RNA and nucleotide metabolism"
943	anti-termination protein Q-like	transcription regulation
944	membrane protein	"moron, auxiliary metabolic gene and host takeover"
945	endonuclease	"DNA, RNA and nucleotide metabolism"
946	NA	unknown function
947	DNA polymerase processivity factor	"DNA, RNA and nucleotide metabolism"
948	NA	unknown function
949	NA	unknown function
950	NA	unknown function
951	NA	unknown function
952	Rz-like spanin	lysis
953	HNH endonuclease	"DNA, RNA and nucleotide metabolism"
954	DNA methyltransferase	other
955	HTH DNA binding protein	"DNA, RNA and nucleotide metabolism"
956	transposase	integration and excision
957	head protein	head and packaging
958	baseplate wedge subunit	tail
959	HNH endonuclease	"DNA, RNA and nucleotide metabolism"
960	HNH endonuclease	"DNA, RNA and nucleotide metabolism"
961	NA	unknown function
962	holin	lysis
963	baseplate wedge subunit	tail
964	baseplate wedge subunit	tail
965	Panton-Valentine leukocicin	"DNA, RNA and nucleotide metabolism"
966	NA	unknown function
967	baseplate wedge tail fiber protein connector	tail
968	RNA ligase	"DNA, RNA and nucleotide metabolism"
969	NA	unknown function
970	NA	unknown function
971	endolysin	lysis
972	tail fiber protein proximal subunit	tail
973	tail length tape measure protein	tail
974	minor head protein	head and packaging
975	baseplate protein	tail
976	head maturation protease	head and packaging
977	baseplate wedge subunit	tail
978	tail assembly chaperone	tail
979	terminase large subunit	head and packaging
980	NA	unknown function
981	minor tail protein	tail
982	NA	unknown function
983	NA	unknown function
984	NA	unknown function
985	virion structural protein	head and packaging
986	RNA-binding protein	"DNA, RNA and nucleotide metabolism"
987	NA	unknown function
988	tail protein	tail
989	NA	unknown function
990	metal-dependent phosphohydrolase	other
991	tail length tape measure protein	tail
992	head protein	head and packaging
993	NA	unknown function
994	NA	unknown function
995	transcriptional regulator	transcription regulation
996	NA	unknown function
997	replication terminator	"DNA, RNA and nucleotide metabolism"
998	endolysin	lysis
999	head vertex assembly chaperone	head and packaging
1000	NA	unknown function
1001	NA	unknown function
1002	tail fiber chaperone	tail
1003	NA	unknown function
1004	virion structural protein	head and packaging
1005	major head protein	head and packaging
1006	NA	unknown function
1007	NA	unknown function
1008	DNA methyltransferase	other
1009	NA	unknown function
1010	NA	unknown function
1011	virion structural protein	head and packaging
1012	assembly (protein IV of M13)	head and packaging
1013	transposase	integration and excision
1014	NA	unknown function
1015	tail protein with lysin activity	tail
1016	NA	unknown function
1017	NA	unknown function
1018	head scaffolding protein	head and packaging
1019	NA	unknown function
1020	NA	unknown function
1021	NA	unknown function
1022	NA	unknown function
1023	NA	unknown function
1024	NA	unknown function
1025	RNA polymerase sigma factor	transcription regulation
1026	Rz-like spanin	lysis
1027	NA	unknown function
1028	head maturation protease	head and packaging
1029	NA	unknown function
1030	tail needle knob	tail
1031	NA	unknown function
1032	replication initiation protein	"DNA, RNA and nucleotide metabolism"
1033	ParB-like partition protein	"DNA, RNA and nucleotide metabolism"
1034	NA	unknown function
1035	endonuclease VII	"DNA, RNA and nucleotide metabolism"
1036	tail sheath	tail
1037	virion structural protein	head and packaging
1038	tail assembly chaperone	tail
1039	immunity to superinfection	"moron, auxiliary metabolic gene and host takeover"
1040	peptidase HslV family	other
1041	CTXphi Zot-like toxin	"moron, auxiliary metabolic gene and host takeover"
1042	NA	unknown function
1043	unknown function	unknown function
1044	endolysin	lysis
1045	NA	unknown function
1046	NA	unknown function
1047	tail associated lysin	tail
1048	NA	unknown function
1049	head scaffolding protein	head and packaging
1050	gam-like host nuclease inhibitor	"moron, auxiliary metabolic gene and host takeover"
1051	minor head protein inhibitor of protease	head and packaging
1052	head assembly	head and packaging
1053	NA	unknown function
1054	NA	unknown function
1055	restriction alleviation ral	"DNA, RNA and nucleotide metabolism"
1056	fibritin neck whisker	tail
1057	NA	unknown function
1058	NA	unknown function
1059	head-tail adaptor	connector
1060	NA	unknown function
1061	NA	unknown function
1062	NA	unknown function
1063	terminase small subunit	head and packaging
1064	prohead	head and packaging
1065	NA	unknown function
1066	NA	unknown function
1067	minor head protein	head and packaging
1068	tail length tape measure protein	tail
1069	NA	unknown function
1070	anti-sigma factor	"moron, auxiliary metabolic gene and host takeover"
1071	DNA methyltransferase	other
1072	NA	unknown function
1073	NA	unknown function
1074	NA	unknown function
1075	tRNA splicing ligase	"DNA, RNA and nucleotide metabolism"
1076	FmdB-like transcriptional regulator	transcription regulation
1077	transcriptional regulator	transcription regulation
1078	NA	unknown function
1079	NA	unknown function
1080	NA	unknown function
1081	NA	unknown function
1082	tail assembly protein	tail
1083	NA	unknown function
1084	unknown function	unknown function
1085	NA	unknown function
1086	NA	unknown function
1087	NA	unknown function
1088	NA	unknown function
1089	NA	unknown function
1090	NA	unknown function
1091	NA	unknown function
1092	NA	unknown function
1093	NA	unknown function
1094	NA	unknown function
1095	NA	unknown function
1096	NA	unknown function
1097	Erf-like ssDNA annealing protein	"DNA, RNA and nucleotide metabolism"
1098	HTH DNA binding protein	"DNA, RNA and nucleotide metabolism"
1099	NA	unknown function
1100	NA	unknown function
1101	tail protein	tail
1102	Ndd-like nucleoid disruption protein	"DNA, RNA and nucleotide metabolism"
1103	NA	unknown function
1104	virion structural protein	head and packaging
1105	DNA polymerase III theta subunit	"DNA, RNA and nucleotide metabolism"
1106	unknown function	unknown function
1107	tail length tape measure protein	tail
1108	portal protein	head and packaging
1109	core encoded pilin	"moron, auxiliary metabolic gene and host takeover"
1110	endolysin	lysis
1111	endonuclease	"DNA, RNA and nucleotide metabolism"
1112	phosphoribosylaminoimidazole-succinocarboxamide synthase	"moron, auxiliary metabolic gene and host takeover"
1113	NA	unknown function
1114	PmgG-like head morphogenesis	head and packaging
